transaction_id,account_id,customer_id,transaction_date,posted_date,description,merchant_name,transaction_type,amount,status,reference_number,synthetic_notice
TXN-0000312,ACCT-000185,CUST-00185,2026-04-09,2026-04-11,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,801.11,Posted,REF0000060216,Synthetic transaction
TXN-0000313,ACCT-000192,CUST-00192,2026-02-27,2026-02-27,ATM - City Fitness,City Fitness,ATM,-585.51,Posted,REF0000060409,Synthetic transaction
TXN-0000314,ACCT-000199,CUST-00199,2026-05-24,2026-05-26,POS - Metro Grocery,Metro Grocery,POS,-49.52,Posted,REF0000060602,Synthetic transaction
TXN-0000315,ACCT-000206,CUST-00006,2026-02-18,2026-02-20,Refund - TuitionPay,TuitionPay,Refund,1752.84,Posted,REF0000060795,Synthetic transaction
TXN-0000316,ACCT-000213,CUST-00013,2026-06-21,2026-06-21,Bill Pay - Metro Grocery,Metro Grocery,Bill Pay,-399.89,Posted,REF0000060988,Synthetic transaction
TXN-0000317,ACCT-000220,CUST-00020,2026-06-21,2026-06-21,Refund - City Fitness,City Fitness,Refund,1784.08,Posted,REF0000061181,Synthetic transaction
TXN-0000318,ACCT-000227,CUST-00027,2026-03-12,2026-03-12,POS - RideNow Transit,RideNow Transit,POS,-427.32,Posted,REF0000061374,Synthetic transaction
TXN-0000319,ACCT-000234,CUST-00034,2026-06-13,2026-06-13,ACH Credit - Metro Grocery,Metro Grocery,ACH Credit,1791.19,Posted,REF0000061567,Synthetic transaction
TXN-0000320,ACCT-000241,CUST-00041,2026-05-23,2026-05-23,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-620.11,Posted,REF0000061760,Synthetic transaction
TXN-0000321,ACCT-000248,CUST-00048,2026-03-29,2026-03-29,POS - City Fitness,City Fitness,POS,-210.11,Posted,REF0000061953,Synthetic transaction
TXN-0000322,ACCT-000255,CUST-00055,2026-04-17,2026-04-17,Fee - Overdraft Fee,Overdraft Fee,Fee,-15.33,Pending,REF0000062146,Synthetic transaction
TXN-0000323,ACCT-000262,CUST-00062,2026-02-14,2026-02-14,POS - Northline Utilities,Northline Utilities,POS,-349.28,Posted,REF0000062339,Synthetic transaction
TXN-0000324,ACCT-000269,CUST-00069,2026-01-26,2026-01-26,Refund - MedPlus Clinic,MedPlus Clinic,Refund,295.46,Posted,REF0000062532,Synthetic transaction
TXN-0000325,ACCT-000276,CUST-00076,2026-04-05,2026-04-05,Deposit - Metro Grocery,Metro Grocery,Deposit,1203.4,Posted,REF0000062725,Synthetic transaction
TXN-0000326,ACCT-000283,CUST-00083,2026-06-16,2026-06-16,ACH Debit - FastShip,FastShip,ACH Debit,-659.09,Posted,REF0000062918,Synthetic transaction
TXN-0000327,ACCT-000290,CUST-00090,2026-03-31,2026-04-02,Transfer In - BrightFuel,BrightFuel,Transfer In,2009.29,Posted,REF0000063111,Synthetic transaction
TXN-0000328,ACCT-000297,CUST-00097,2026-04-16,2026-04-16,Refund - Metro Grocery,Metro Grocery,Refund,296.02,Pending,REF0000063304,Synthetic transaction
TXN-0000329,ACCT-000304,CUST-00104,2026-02-03,2026-02-03,Card Purchase - Northline Utilities,Northline Utilities,Card Purchase,-753.87,Posted,REF0000063497,Synthetic transaction
TXN-0000330,ACCT-000311,CUST-00111,2026-04-24,2026-04-24,ATM - TuitionPay,TuitionPay,ATM,-680.35,Posted,REF0000063690,Synthetic transaction
TXN-0000331,ACCT-000318,CUST-00118,2026-03-29,2026-03-29,Transfer In - Atlas Wireless,Atlas Wireless,Transfer In,937.34,Posted,REF0000063883,Synthetic transaction
TXN-0000332,ACCT-000325,CUST-00125,2026-05-05,2026-05-05,Refund - FastShip,FastShip,Refund,174.4,Posted,REF0000064076,Synthetic transaction
TXN-0000333,ACCT-000332,CUST-00132,2026-05-21,2026-05-21,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-39.77,Posted,REF0000064269,Synthetic transaction
TXN-0000334,ACCT-000339,CUST-00139,2026-04-19,2026-04-21,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-199.13,Posted,REF0000064462,Synthetic transaction
TXN-0000335,ACCT-000346,CUST-00146,2026-03-07,2026-03-09,Bill Pay - Metro Grocery,Metro Grocery,Bill Pay,-459.7,Posted,REF0000064655,Synthetic transaction
TXN-0000336,ACCT-000353,CUST-00153,2026-05-22,2026-05-24,Bill Pay - Atlas Wireless,Atlas Wireless,Bill Pay,-631.3,Posted,REF0000064848,Synthetic transaction
TXN-0000337,ACCT-000360,CUST-00160,2026-05-21,2026-05-21,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-693.13,Posted,REF0000065041,Synthetic transaction
TXN-0000338,ACCT-000367,CUST-00167,2026-05-07,2026-05-07,Card Purchase - FastShip,FastShip,Card Purchase,-196.83,Posted,REF0000065234,Synthetic transaction
TXN-0000339,ACCT-000374,CUST-00174,2026-06-22,2026-06-22,POS - RideNow Transit,RideNow Transit,POS,-457.14,Posted,REF0000065427,Synthetic transaction
TXN-0000340,ACCT-000381,CUST-00181,2026-03-04,2026-03-04,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,2877.92,Posted,REF0000065620,Synthetic transaction
TXN-0000341,ACCT-000388,CUST-00188,2026-06-10,2026-06-10,ATM - Northline Utilities,Northline Utilities,ATM,-125.63,Posted,REF0000065813,Synthetic transaction
TXN-0000342,ACCT-000395,CUST-00195,2026-02-18,2026-02-18,Bill Pay - FastShip,FastShip,Bill Pay,-675.62,Posted,REF0000066006,Synthetic transaction
TXN-0000343,ACCT-000002,CUST-00002,2026-05-10,2026-05-10,ATM - City Fitness,City Fitness,ATM,-422.38,Posted,REF0000066199,Synthetic transaction
TXN-0000344,ACCT-000009,CUST-00009,2026-03-09,2026-03-09,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-95.17,Posted,REF0000066392,Synthetic transaction
TXN-0000345,ACCT-000016,CUST-00016,2026-01-27,2026-01-27,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-17.19,Posted,REF0000066585,Synthetic transaction
TXN-0000346,ACCT-000023,CUST-00023,2026-02-27,2026-02-27,Bill Pay - TuitionPay,TuitionPay,Bill Pay,-316.28,Posted,REF0000066778,Synthetic transaction
TXN-0000347,ACCT-000030,CUST-00030,2026-03-15,2026-03-17,Deposit - GreenLeaf Market,GreenLeaf Market,Deposit,2831.19,Posted,REF0000066971,Synthetic transaction
TXN-0000348,ACCT-000037,CUST-00037,2026-02-16,2026-02-16,Deposit - Atlas Wireless,Atlas Wireless,Deposit,1732.1,Posted,REF0000067164,Synthetic transaction
TXN-0000349,ACCT-000044,CUST-00044,2026-05-19,2026-05-19,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,173.5,Posted,REF0000067357,Synthetic transaction
TXN-0000350,ACCT-000051,CUST-00051,2026-04-09,2026-04-09,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-131.92,Posted,REF0000067550,Synthetic transaction
TXN-0000351,ACCT-000058,CUST-00058,2026-03-24,2026-03-26,POS - GreenLeaf Market,GreenLeaf Market,POS,-759.24,Posted,REF0000067743,Synthetic transaction
TXN-0000352,ACCT-000065,CUST-00065,2026-02-26,2026-02-26,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-261.74,Posted,REF0000067936,Synthetic transaction
TXN-0000353,ACCT-000072,CUST-00072,2026-04-29,2026-04-29,Transfer In - FastShip,FastShip,Transfer In,513.7,Posted,REF0000068129,Synthetic transaction
TXN-0000354,ACCT-000079,CUST-00079,2026-02-01,2026-02-01,Deposit - Oak & Main,Oak & Main,Deposit,1523.16,Posted,REF0000068322,Synthetic transaction
TXN-0000355,ACCT-000086,CUST-00086,2026-05-23,2026-05-23,ATM - Oak & Main,Oak & Main,ATM,-313.57,Posted,REF0000068515,Synthetic transaction
TXN-0000356,ACCT-000093,CUST-00093,2026-05-04,2026-05-04,Bill Pay - City Fitness,City Fitness,Bill Pay,-681.87,Posted,REF0000068708,Synthetic transaction
TXN-0000357,ACCT-000100,CUST-00100,2026-05-21,2026-05-21,Bill Pay - StreamBox Media,StreamBox Media,Bill Pay,-90.3,Posted,REF0000068901,Synthetic transaction
TXN-0000358,ACCT-000107,CUST-00107,2026-03-01,2026-03-01,ACH Debit - Oak & Main,Oak & Main,ACH Debit,-33.36,Posted,REF0000069094,Synthetic transaction
TXN-0000359,ACCT-000114,CUST-00114,2026-01-30,2026-01-30,ATM - TuitionPay,TuitionPay,ATM,-360.41,Posted,REF0000069287,Synthetic transaction
TXN-0000360,ACCT-000121,CUST-00121,2026-05-13,2026-05-13,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,2912.56,Posted,REF0000069480,Synthetic transaction
TXN-0000361,ACCT-000128,CUST-00128,2026-02-03,2026-02-03,Bill Pay - GreenLeaf Market,GreenLeaf Market,Bill Pay,-639.15,Posted,REF0000069673,Synthetic transaction
TXN-0000362,ACCT-000135,CUST-00135,2026-04-21,2026-04-21,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,694.5,Posted,REF0000069866,Synthetic transaction
TXN-0000363,ACCT-000142,CUST-00142,2026-01-24,2026-01-24,Transfer In - TuitionPay,TuitionPay,Transfer In,46.35,Posted,REF0000070059,Synthetic transaction
TXN-0000364,ACCT-000149,CUST-00149,2026-06-09,2026-06-09,POS - Metro Grocery,Metro Grocery,POS,-521.26,Posted,REF0000070252,Synthetic transaction
TXN-0000365,ACCT-000156,CUST-00156,2026-03-04,2026-03-04,ACH Credit - City Fitness,City Fitness,ACH Credit,1104.45,Posted,REF0000070445,Synthetic transaction
TXN-0000366,ACCT-000163,CUST-00163,2026-04-29,2026-04-29,Card Purchase - Atlas Wireless,Atlas Wireless,Card Purchase,-294.44,Posted,REF0000070638,Synthetic transaction
TXN-0000367,ACCT-000170,CUST-00170,2026-02-27,2026-03-01,ATM - Bluebird Pharmacy,Bluebird Pharmacy,ATM,-672.73,Posted,REF0000070831,Synthetic transaction
TXN-0000368,ACCT-000177,CUST-00177,2026-04-14,2026-04-14,ACH Credit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Credit,3375.82,Posted,REF0000071024,Synthetic transaction
TXN-0000369,ACCT-000184,CUST-00184,2026-03-15,2026-03-17,Fee - Wire Fee,Wire Fee,Fee,-33.46,Posted,REF0000071217,Synthetic transaction
TXN-0000370,ACCT-000191,CUST-00191,2026-03-20,2026-03-20,Fee - Overdraft Fee,Overdraft Fee,Fee,-17.14,Posted,REF0000071410,Synthetic transaction
TXN-0000371,ACCT-000198,CUST-00198,2026-04-19,2026-04-19,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-304.61,Posted,REF0000071603,Synthetic transaction
TXN-0000372,ACCT-000205,CUST-00005,2026-04-15,2026-04-15,ACH Credit - Metro Grocery,Metro Grocery,ACH Credit,2280.94,Posted,REF0000071796,Synthetic transaction
TXN-0000373,ACCT-000212,CUST-00012,2026-03-27,2026-03-27,Bill Pay - FastShip,FastShip,Bill Pay,-740.54,Posted,REF0000071989,Synthetic transaction
TXN-0000374,ACCT-000219,CUST-00019,2026-04-16,2026-04-16,ATM - TuitionPay,TuitionPay,ATM,-174.6,Posted,REF0000072182,Synthetic transaction
TXN-0000375,ACCT-000226,CUST-00026,2026-03-27,2026-03-29,Transfer In - RideNow Transit,RideNow Transit,Transfer In,1498,Posted,REF0000072375,Synthetic transaction
TXN-0000376,ACCT-000233,CUST-00033,2026-03-24,2026-03-26,Transfer In - Metro Grocery,Metro Grocery,Transfer In,152.19,Posted,REF0000072568,Synthetic transaction
TXN-0000377,ACCT-000240,CUST-00040,2026-04-28,2026-04-28,Fee - Returned Item Fee,Returned Item Fee,Fee,-12.9,Posted,REF0000072761,Synthetic transaction
TXN-0000378,ACCT-000247,CUST-00047,2026-02-20,2026-02-20,Refund - Harbor Insurance,Harbor Insurance,Refund,1584.71,Posted,REF0000072954,Synthetic transaction
TXN-0000379,ACCT-000254,CUST-00054,2026-06-13,2026-06-13,Bill Pay - FastShip,FastShip,Bill Pay,-121.38,Posted,REF0000073147,Synthetic transaction
TXN-0000380,ACCT-000261,CUST-00061,2026-04-08,2026-04-08,Bill Pay - FastShip,FastShip,Bill Pay,-736.59,Posted,REF0000073340,Synthetic transaction
TXN-0000381,ACCT-000268,CUST-00068,2026-02-05,2026-02-05,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-644.53,Posted,REF0000073533,Synthetic transaction
TXN-0000382,ACCT-000275,CUST-00075,2026-06-20,2026-06-20,Fee - Returned Item Fee,Returned Item Fee,Fee,-19.26,Posted,REF0000073726,Synthetic transaction
TXN-0000383,ACCT-000282,CUST-00082,2026-02-10,2026-02-10,Transfer In - Harbor Insurance,Harbor Insurance,Transfer In,2332.68,Posted,REF0000073919,Synthetic transaction
TXN-0000384,ACCT-000289,CUST-00089,2026-04-12,2026-04-12,POS - StreamBox Media,StreamBox Media,POS,-276.82,Posted,REF0000074112,Synthetic transaction
TXN-0000385,ACCT-000296,CUST-00096,2026-04-26,2026-04-26,Refund - MedPlus Clinic,MedPlus Clinic,Refund,782.75,Posted,REF0000074305,Synthetic transaction
TXN-0000386,ACCT-000303,CUST-00103,2026-04-02,2026-04-02,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-299.73,Posted,REF0000074498,Synthetic transaction
TXN-0000387,ACCT-000310,CUST-00110,2026-03-25,2026-03-27,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-244.18,Posted,REF0000074691,Synthetic transaction
TXN-0000388,ACCT-000317,CUST-00117,2026-04-20,2026-04-20,ACH Debit - Corner Cafe,Corner Cafe,ACH Debit,-270.82,Posted,REF0000074884,Synthetic transaction
TXN-0000389,ACCT-000324,CUST-00124,2026-02-08,2026-02-08,Bill Pay - Metro Grocery,Metro Grocery,Bill Pay,-525.52,Pending,REF0000075077,Synthetic transaction
TXN-0000390,ACCT-000331,CUST-00131,2026-01-24,2026-01-24,ATM - Northline Utilities,Northline Utilities,ATM,-208.34,Posted,REF0000075270,Synthetic transaction
TXN-0000391,ACCT-000338,CUST-00138,2026-03-13,2026-03-13,Deposit - Harbor Insurance,Harbor Insurance,Deposit,320.26,Posted,REF0000075463,Synthetic transaction
TXN-0000392,ACCT-000345,CUST-00145,2026-06-16,2026-06-16,Fee - Overdraft Fee,Overdraft Fee,Fee,-13.54,Posted,REF0000075656,Synthetic transaction
TXN-0000393,ACCT-000352,CUST-00152,2026-03-30,2026-04-01,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-561.83,Pending,REF0000075849,Synthetic transaction
TXN-0000394,ACCT-000359,CUST-00159,2026-02-23,2026-02-23,Bill Pay - GreenLeaf Market,GreenLeaf Market,Bill Pay,-764.49,Posted,REF0000076042,Synthetic transaction
TXN-0000395,ACCT-000366,CUST-00166,2026-03-21,2026-03-21,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-502.37,Posted,REF0000076235,Synthetic transaction
TXN-0000396,ACCT-000373,CUST-00173,2026-02-07,2026-02-07,Refund - Atlas Wireless,Atlas Wireless,Refund,2456.83,Posted,REF0000076428,Synthetic transaction
TXN-0000397,ACCT-000380,CUST-00180,2026-03-28,2026-03-28,Fee - Overdraft Fee,Overdraft Fee,Fee,-33.08,Posted,REF0000076621,Synthetic transaction
TXN-0000398,ACCT-000387,CUST-00187,2026-02-10,2026-02-10,Transfer In - Bluebird Pharmacy,Bluebird Pharmacy,Transfer In,2093.74,Posted,REF0000076814,Synthetic transaction
TXN-0000399,ACCT-000394,CUST-00194,2026-02-01,2026-02-01,ACH Credit - Corner Cafe,Corner Cafe,ACH Credit,2439.53,Posted,REF0000077007,Synthetic transaction
TXN-0000400,ACCT-000001,CUST-00001,2026-06-03,2026-06-05,POS - Atlas Wireless,Atlas Wireless,POS,-489.96,Posted,REF0000077200,Synthetic transaction
TXN-0000401,ACCT-000008,CUST-00008,2026-03-21,2026-03-21,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-220.37,Posted,REF0000077393,Synthetic transaction
TXN-0000402,ACCT-000015,CUST-00015,2026-03-17,2026-03-17,Transfer In - Metro Grocery,Metro Grocery,Transfer In,28.25,Posted,REF0000077586,Synthetic transaction
TXN-0000403,ACCT-000022,CUST-00022,2026-05-19,2026-05-19,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-683.51,Posted,REF0000077779,Synthetic transaction
TXN-0000404,ACCT-000029,CUST-00029,2026-03-18,2026-03-18,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-15.31,Posted,REF0000077972,Synthetic transaction
TXN-0000405,ACCT-000036,CUST-00036,2026-06-05,2026-06-05,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-565.7,Posted,REF0000078165,Synthetic transaction
TXN-0000406,ACCT-000043,CUST-00043,2026-02-07,2026-02-07,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-741.75,Posted,REF0000078358,Synthetic transaction
TXN-0000407,ACCT-000050,CUST-00050,2026-02-08,2026-02-08,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-269.1,Posted,REF0000078551,Synthetic transaction
TXN-0000408,ACCT-000057,CUST-00057,2026-05-20,2026-05-20,ACH Debit - FastShip,FastShip,ACH Debit,-367.06,Posted,REF0000078744,Synthetic transaction
TXN-0000409,ACCT-000064,CUST-00064,2026-03-05,2026-03-05,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-612.31,Posted,REF0000078937,Synthetic transaction
TXN-0000410,ACCT-000071,CUST-00071,2026-04-13,2026-04-13,Transfer In - RideNow Transit,RideNow Transit,Transfer In,495.15,Posted,REF0000079130,Synthetic transaction
TXN-0000411,ACCT-000078,CUST-00078,2026-04-24,2026-04-24,Deposit - Metro Grocery,Metro Grocery,Deposit,2361.34,Posted,REF0000079323,Synthetic transaction
TXN-0000412,ACCT-000085,CUST-00085,2026-02-10,2026-02-10,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-27.7,Posted,REF0000079516,Synthetic transaction
TXN-0000413,ACCT-000092,CUST-00092,2026-05-01,2026-05-01,Bill Pay - Atlas Wireless,Atlas Wireless,Bill Pay,-336.81,Posted,REF0000079709,Synthetic transaction
TXN-0000414,ACCT-000099,CUST-00099,2026-02-25,2026-02-25,Transfer In - MedPlus Clinic,MedPlus Clinic,Transfer In,567.81,Posted,REF0000079902,Synthetic transaction
TXN-0000415,ACCT-000106,CUST-00106,2026-01-27,2026-01-27,Deposit - MedPlus Clinic,MedPlus Clinic,Deposit,3011.57,Posted,REF0000080095,Synthetic transaction
TXN-0000416,ACCT-000113,CUST-00113,2026-05-15,2026-05-15,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-658.41,Pending,REF0000080288,Synthetic transaction
TXN-0000417,ACCT-000120,CUST-00120,2026-04-11,2026-04-11,Bill Pay - Harbor Insurance,Harbor Insurance,Bill Pay,-637.69,Posted,REF0000080481,Synthetic transaction
TXN-0000418,ACCT-000127,CUST-00127,2026-03-13,2026-03-13,POS - GreenLeaf Market,GreenLeaf Market,POS,-398.73,Posted,REF0000080674,Synthetic transaction
TXN-0000419,ACCT-000134,CUST-00134,2026-05-26,2026-05-26,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,1532.77,Posted,REF0000080867,Synthetic transaction
TXN-0000420,ACCT-000141,CUST-00141,2026-06-19,2026-06-19,POS - TuitionPay,TuitionPay,POS,-632.46,Posted,REF0000081060,Synthetic transaction
TXN-0000421,ACCT-000148,CUST-00148,2026-03-23,2026-03-23,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-142.34,Posted,REF0000081253,Synthetic transaction
TXN-0000422,ACCT-000155,CUST-00155,2026-06-17,2026-06-17,Transfer In - StreamBox Media,StreamBox Media,Transfer In,3265.9,Posted,REF0000081446,Synthetic transaction
TXN-0000423,ACCT-000162,CUST-00162,2026-02-26,2026-02-26,Bill Pay - City Fitness,City Fitness,Bill Pay,-25.36,Posted,REF0000081639,Synthetic transaction
TXN-0000424,ACCT-000169,CUST-00169,2026-04-02,2026-04-04,ACH Credit - Corner Cafe,Corner Cafe,ACH Credit,3197.41,Posted,REF0000081832,Synthetic transaction
TXN-0000425,ACCT-000176,CUST-00176,2026-05-31,2026-05-31,ATM - Atlas Wireless,Atlas Wireless,ATM,-202.4,Posted,REF0000082025,Synthetic transaction
TXN-0000426,ACCT-000183,CUST-00183,2026-06-02,2026-06-02,Card Purchase - StreamBox Media,StreamBox Media,Card Purchase,-579.27,Posted,REF0000082218,Synthetic transaction
TXN-0000427,ACCT-000190,CUST-00190,2026-02-27,2026-02-27,Deposit - BrightFuel,BrightFuel,Deposit,3209.09,Posted,REF0000082411,Synthetic transaction
TXN-0000428,ACCT-000197,CUST-00197,2026-05-11,2026-05-11,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-609.49,Posted,REF0000082604,Synthetic transaction
TXN-0000429,ACCT-000204,CUST-00004,2026-02-06,2026-02-06,POS - BrightFuel,BrightFuel,POS,-750.49,Posted,REF0000082797,Synthetic transaction
TXN-0000430,ACCT-000211,CUST-00011,2026-02-15,2026-02-15,Fee - Returned Item Fee,Returned Item Fee,Fee,-35.56,Posted,REF0000082990,Synthetic transaction
TXN-0000431,ACCT-000218,CUST-00018,2026-03-12,2026-03-12,POS - Northline Utilities,Northline Utilities,POS,-269.15,Posted,REF0000083183,Synthetic transaction
TXN-0000432,ACCT-000225,CUST-00025,2026-03-13,2026-03-13,Refund - Corner Cafe,Corner Cafe,Refund,1478.17,Posted,REF0000083376,Synthetic transaction
TXN-0000433,ACCT-000232,CUST-00032,2026-05-16,2026-05-16,ATM - City Fitness,City Fitness,ATM,-149.98,Posted,REF0000083569,Synthetic transaction
TXN-0000434,ACCT-000239,CUST-00039,2026-06-21,2026-06-21,Bill Pay - City Fitness,City Fitness,Bill Pay,-447.31,Posted,REF0000083762,Synthetic transaction
TXN-0000435,ACCT-000246,CUST-00046,2026-05-10,2026-05-10,Card Purchase - MedPlus Clinic,MedPlus Clinic,Card Purchase,-514.21,Posted,REF0000083955,Synthetic transaction
TXN-0000436,ACCT-000253,CUST-00053,2026-04-18,2026-04-18,Refund - Metro Grocery,Metro Grocery,Refund,2880.44,Posted,REF0000084148,Synthetic transaction
TXN-0000437,ACCT-000260,CUST-00060,2026-04-26,2026-04-26,Card Purchase - Northline Utilities,Northline Utilities,Card Purchase,-722.97,Posted,REF0000084341,Synthetic transaction
TXN-0000438,ACCT-000267,CUST-00067,2026-04-03,2026-04-03,Transfer In - Oak & Main,Oak & Main,Transfer In,2337.18,Posted,REF0000084534,Synthetic transaction
TXN-0000439,ACCT-000274,CUST-00074,2026-04-25,2026-04-25,ATM - Bluebird Pharmacy,Bluebird Pharmacy,ATM,-468.35,Posted,REF0000084727,Synthetic transaction
TXN-0000440,ACCT-000281,CUST-00081,2026-03-27,2026-03-27,Refund - FastShip,FastShip,Refund,595.17,Posted,REF0000084920,Synthetic transaction
TXN-0000441,ACCT-000288,CUST-00088,2026-04-21,2026-04-21,Fee - Overdraft Fee,Overdraft Fee,Fee,-7.42,Posted,REF0000085113,Synthetic transaction
TXN-0000442,ACCT-000295,CUST-00095,2026-05-14,2026-05-14,Bill Pay - GreenLeaf Market,GreenLeaf Market,Bill Pay,-34.88,Posted,REF0000085306,Synthetic transaction
TXN-0000443,ACCT-000302,CUST-00102,2026-04-14,2026-04-14,POS - RideNow Transit,RideNow Transit,POS,-172.99,Posted,REF0000085499,Synthetic transaction
TXN-0000444,ACCT-000309,CUST-00109,2026-03-22,2026-03-24,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-624.44,Posted,REF0000085692,Synthetic transaction
TXN-0000445,ACCT-000316,CUST-00116,2026-06-04,2026-06-04,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-3.19,Posted,REF0000085885,Synthetic transaction
TXN-0000446,ACCT-000323,CUST-00123,2026-04-10,2026-04-10,ACH Debit - Atlas Wireless,Atlas Wireless,ACH Debit,-137.88,Pending,REF0000086078,Synthetic transaction
TXN-0000447,ACCT-000330,CUST-00130,2026-05-27,2026-05-27,ACH Credit - Northline Utilities,Northline Utilities,ACH Credit,1036.74,Posted,REF0000086271,Synthetic transaction
TXN-0000448,ACCT-000337,CUST-00137,2026-03-25,2026-03-25,Refund - MedPlus Clinic,MedPlus Clinic,Refund,1985.2,Posted,REF0000086464,Synthetic transaction
TXN-0000449,ACCT-000344,CUST-00144,2026-03-25,2026-03-27,Card Purchase - City Fitness,City Fitness,Card Purchase,-456.51,Posted,REF0000086657,Synthetic transaction
TXN-0000450,ACCT-000351,CUST-00151,2026-03-15,2026-03-15,Deposit - Corner Cafe,Corner Cafe,Deposit,857.29,Posted,REF0000086850,Synthetic transaction
TXN-0000451,ACCT-000358,CUST-00158,2026-06-11,2026-06-11,ACH Debit - FastShip,FastShip,ACH Debit,-184.35,Posted,REF0000087043,Synthetic transaction
TXN-0000452,ACCT-000365,CUST-00165,2026-05-31,2026-05-31,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-88.15,Posted,REF0000087236,Synthetic transaction
TXN-0000453,ACCT-000372,CUST-00172,2026-05-19,2026-05-19,Card Purchase - FastShip,FastShip,Card Purchase,-674.92,Posted,REF0000087429,Synthetic transaction
TXN-0000454,ACCT-000379,CUST-00179,2026-02-24,2026-02-24,ACH Debit - Corner Cafe,Corner Cafe,ACH Debit,-274.35,Posted,REF0000087622,Synthetic transaction
TXN-0000455,ACCT-000386,CUST-00186,2026-06-16,2026-06-16,Transfer In - City Fitness,City Fitness,Transfer In,2872.92,Posted,REF0000087815,Synthetic transaction
TXN-0000456,ACCT-000393,CUST-00193,2026-03-30,2026-03-30,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-196.1,Posted,REF0000088008,Synthetic transaction
TXN-0000457,ACCT-000400,CUST-00200,2026-03-28,2026-03-28,Deposit - Northline Utilities,Northline Utilities,Deposit,2962.44,Posted,REF0000088201,Synthetic transaction
TXN-0000458,ACCT-000007,CUST-00007,2026-04-23,2026-04-23,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-23.62,Posted,REF0000088394,Synthetic transaction
TXN-0000459,ACCT-000014,CUST-00014,2026-05-19,2026-05-19,Card Purchase - FastShip,FastShip,Card Purchase,-218.88,Posted,REF0000088587,Synthetic transaction
TXN-0000460,ACCT-000021,CUST-00021,2026-04-07,2026-04-07,ATM - RideNow Transit,RideNow Transit,ATM,-439.46,Posted,REF0000088780,Synthetic transaction
TXN-0000461,ACCT-000028,CUST-00028,2026-05-15,2026-05-15,ATM - Harbor Insurance,Harbor Insurance,ATM,-123.65,Posted,REF0000088973,Synthetic transaction
TXN-0000462,ACCT-000035,CUST-00035,2026-05-10,2026-05-10,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-12.72,Posted,REF0000089166,Synthetic transaction
TXN-0000463,ACCT-000042,CUST-00042,2026-03-21,2026-03-21,POS - MedPlus Clinic,MedPlus Clinic,POS,-400.32,Posted,REF0000089359,Synthetic transaction
TXN-0000464,ACCT-000049,CUST-00049,2026-06-09,2026-06-09,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-570.19,Posted,REF0000089552,Synthetic transaction
TXN-0000465,ACCT-000056,CUST-00056,2026-02-27,2026-02-27,Fee - Returned Item Fee,Returned Item Fee,Fee,-9.99,Posted,REF0000089745,Synthetic transaction
TXN-0000466,ACCT-000063,CUST-00063,2026-05-21,2026-05-21,Refund - Northline Utilities,Northline Utilities,Refund,3101.88,Posted,REF0000089938,Synthetic transaction
TXN-0000467,ACCT-000070,CUST-00070,2026-04-17,2026-04-19,Fee - Returned Item Fee,Returned Item Fee,Fee,-20.98,Posted,REF0000090131,Synthetic transaction
